symbol,side,entry_date,entry_price,exit_date,exit_price,quantity,pnl_krw,pnl_pct,holding_steps,exit_reason,exit_year,entry_year,name,is_loss
199820,BUY,2023-05-23,11291.7392578125,2023-07-13,13676.0908203125,8.856032,21115.89,21.12,7,take_profit,2023,2023,제일일렉트릭,False
333620,BUY,2023-06-15,14276.60546875,2023-07-27,13395.21484375,7.004466,-6173.67,-6.17,6,regime_risk_off,2023,2023,엔시스,True
066430,BUY,2023-06-29,1243.0,2023-07-27,1161.0,80.450523,-6596.94,-6.6,4,regime_risk_off,2023,2023,아이로보틱스,True
092780,BUY,2023-07-06,5198.63525390625,2023-07-27,5245.63916015625,19.235818,904.16,0.9,3,regime_risk_off,2023,2023,DYP,False
092870,BUY,2023-07-13,14549.9892578125,2023-07-27,14835.283203125,6.872857,1960.78,1.96,2,regime_risk_off,2023,2023,엑시콘,False
175140,BUY,2023-08-03,11980.0,2023-08-10,12430.0,8.347245,3756.26,3.76,1,regime_risk_off,2023,2023,휴먼테크놀로지,False
323410,BUY,2023-08-03,27334.919921875,2023-08-10,26756.400390625,3.658324,-2116.41,-2.12,1,regime_risk_off,2023,2023,카카오뱅크,True
228760,BUY,2023-08-03,17470.0,2023-08-10,22250.0,5.724098,27361.19,27.36,1,take_profit,2023,2023,지노믹트리,False
130660,BUY,2023-08-03,7640.11865234375,2023-08-10,7381.88671875,13.088802,-3379.95,-3.38,1,regime_risk_off,2023,2023,한전산업,True
088910,BUY,2023-08-25,3043.5615234375,2023-09-22,2898.630126953125,32.856244,-4761.9,-4.76,4,regime_risk_off,2023,2023,동우팜투테이블,True
060540,BUY,2023-08-25,2382.24853515625,2023-09-22,2552.408935546875,41.977148,7142.85,7.14,4,regime_risk_off,2023,2023,에스에이티,False
017810,BUY,2023-08-25,11050.619140625,2023-09-22,10709.25,9.049267,-3089.14,-3.09,4,regime_risk_off,2023,2023,풀무원,True
082640,BUY,2023-08-25,3828.4931640625,2023-09-22,4475.890625,26.119937,16909.98,16.91,4,regime_risk_off,2023,2023,동양생명,False
002210,BUY,2023-11-03,6900.0,2023-11-10,6380.0,14.492754,-7536.23,-7.54,1,regime_risk_off,2023,2023,동성제약,True
002290,BUY,2023-11-03,3616.947021484375,2023-11-10,3457.818603515625,27.647626,-4399.52,-4.4,1,regime_risk_off,2023,2023,삼일기업공사,True
377480,BUY,2023-11-03,28200.0,2023-11-10,28650.0,3.546099,1595.74,1.6,1,regime_risk_off,2023,2023,마음AI,False
101730,BUY,2023-11-03,11010.0,2023-11-10,12990.0,9.082652,17983.65,17.98,1,regime_risk_off,2023,2023,위메이드맥스,False
000120,BUY,2023-11-17,85581.1796875,2023-12-01,111431.78125,1.168481,30205.94,30.21,2,take_profit,2023,2023,CJ대한통운,False
060540,BUY,2023-11-17,2665.849365234375,2023-12-15,3270.864990234375,37.511497,22695.04,22.7,4,take_profit,2023,2023,에스에이티,False
091810,BUY,2023-11-17,2485.0,2024-01-10,3015.0,40.241449,21327.97,21.33,7,take_profit,2024,2023,트리니티항공,False
005880,BUY,2023-12-01,2020.0,2024-01-17,2810.0,49.50495,39108.91,39.11,6,take_profit,2024,2023,대한해운,False
039740,BUY,2023-11-17,3465.0,2024-01-31,3550.0,28.860029,2453.1,2.45,10,time_exit,2024,2023,한국정보공학,False
067630,BUY,2023-12-15,11090.0,2024-01-31,15800.0,9.017133,42470.69,42.47,6,take_profit,2024,2023,HLB생명과학,False
081000,BUY,2024-01-10,14363.236328125,2024-01-31,13432.2861328125,6.962219,-6481.48,-6.48,3,regime_risk_off,2024,2024,일진다이아,True
027740,BUY,2024-01-17,2460.0,2024-01-31,2340.0,40.650407,-4878.05,-4.88,2,regime_risk_off,2024,2024,마니커,True
194370,BUY,2024-02-16,9176.291015625,2024-03-04,7725.9892578125,10.897649,-15804.88,-15.8,2,stop_loss,2024,2024,제이에스코퍼레이션,True
071850,BUY,2024-02-16,2585.0,2024-04-01,2260.0,38.68472,-12572.53,-12.57,6,stop_loss,2024,2024,캐스텍코리아,True
096240,BUY,2024-02-16,15328.892578125,2024-04-16,15790.0400390625,6.523628,3008.35,3.01,8,regime_risk_off,2024,2024,크레버스,False
016360,BUY,2024-02-16,36283.6484375,2024-04-16,31880.29296875,2.756062,-12135.92,-12.14,8,stop_loss,2024,2024,삼성증권,True
316140,BUY,2024-03-04,12876.9521484375,2024-04-16,11933.3046875,7.765813,-7328.19,-7.33,6,regime_risk_off,2024,2024,우리금융지주,True
104830,BUY,2024-04-01,36676.421875,2024-04-16,34025.6953125,2.726547,-7227.33,-7.23,2,regime_risk_off,2024,2024,원익머트리얼즈,True
336570,BUY,2024-05-09,10951.4443359375,2024-05-17,8075.70556640625,9.131216,-26258.99,-26.26,1,stop_loss,2024,2024,원텍,True
368600,BUY,2024-05-09,5980.0,2024-05-24,5010.0,16.722408,-16220.74,-16.22,2,stop_loss,2024,2024,아이씨에이치,True
241710,BUY,2024-05-09,43865.9453125,2024-05-31,61134.4375,2.279673,39366.51,39.37,3,take_profit,2024,2024,코스메카코리아,False
003680,BUY,2024-05-17,5950.0,2024-05-31,7710.0,16.806723,29579.83,29.58,2,take_profit,2024,2024,한성기업,False
003960,BUY,2024-05-09,40251.16796875,2024-06-17,71820.7109375,2.4844,78431.37,78.43,5,take_profit,2024,2024,사조대림,False
089980,BUY,2024-05-31,27449.13671875,2024-06-17,23639.470703125,3.643102,-13879.0,-13.88,2,stop_loss,2024,2024,상아프론테크,True
092780,BUY,2024-06-17,5259.5185546875,2024-06-24,6468.82470703125,19.013147,22992.72,22.99,1,take_profit,2024,2024,DYP,False
339770,BUY,2024-05-24,4207.88232421875,2024-07-08,4333.49072265625,23.764923,2985.07,2.99,6,regime_risk_off,2024,2024,교촌에프앤비,False
032350,BUY,2024-05-31,10840.0,2024-07-08,9830.0,9.225092,-9317.34,-9.32,5,regime_risk_off,2024,2024,롯데관광개발,True
002820,BUY,2024-06-17,2980.0,2024-07-08,3100.0,33.557047,4026.85,4.03,3,regime_risk_off,2024,2024,SUN&L,False
071970,BUY,2024-06-24,17810.0,2024-07-08,17780.0,5.614823,-168.44,-0.17,2,regime_risk_off,2024,2024,HD현대마린엔진,True
071970,BUY,2024-07-15,17480.0,2024-07-22,21200.0,5.720824,21281.46,21.28,1,take_profit,2024,2024,HD현대마린엔진,False
049430,BUY,2024-07-15,9433.83984375,2024-08-05,7626.76806640625,10.600138,-19155.21,-19.16,3,stop_loss,2024,2024,코메론,True
006360,BUY,2024-07-15,16629.560546875,2024-08-05,16427.23046875,6.013388,-1216.69,-1.22,3,regime_risk_off,2024,2024,GS건설,True
094170,BUY,2024-07-15,21543.669921875,2024-08-05,18136.302734375,4.641735,-15816.09,-15.82,3,stop_loss,2024,2024,동운아나텍,True
019770,BUY,2024-07-22,4143.3603515625,2024-08-05,3588.661376953125,24.134999,-13387.66,-13.39,2,stop_loss,2024,2024,서연탑메탈,True
067570,BUY,2024-08-20,2340.9072265625,2024-08-27,2288.00537109375,42.718481,-2259.89,-2.26,1,regime_risk_off,2024,2024,엔브이에이치코리아,True
016360,BUY,2024-08-20,42096.078125,2024-08-27,41039.2734375,2.375518,-2510.46,-2.51,1,regime_risk_off,2024,2024,삼성증권,True
000370,BUY,2024-08-20,6190.0,2024-08-27,5990.0,16.155089,-3231.02,-3.23,1,regime_risk_off,2024,2024,한화손해보험,True
244920,BUY,2024-08-20,4149.89501953125,2024-08-27,3899.789306640625,24.096995,-6026.8,-6.03,1,regime_risk_off,2024,2024,에이플러스에셋,True
004000,BUY,2024-09-03,47427.83203125,2024-09-10,43772.328125,2.108467,-7707.51,-7.71,1,regime_risk_off,2024,2024,롯데정밀화학,True
035250,BUY,2024-09-03,14511.6669921875,2024-09-10,15382.89453125,6.891007,6003.64,6.0,1,regime_risk_off,2024,2024,강원랜드,False
004700,BUY,2024-09-03,56900.0,2024-09-10,57000.0,1.757469,175.75,0.18,1,regime_risk_off,2024,2024,조광피혁,False
214330,BUY,2024-09-03,6100.0,2024-09-10,5700.0,16.393443,-6557.38,-6.56,1,regime_risk_off,2024,2024,금호에이치티,True
009450,BUY,2024-09-27,71274.796875,2024-10-16,86939.5859375,1.40302,21978.02,21.98,2,take_profit,2024,2024,경동나비엔,False
049430,BUY,2024-09-27,10379.0771484375,2024-10-30,10147.4013671875,9.634768,-2232.14,-2.23,4,regime_risk_off,2024,2024,코메론,True
081580,BUY,2024-09-27,4371.5419921875,2024-10-30,4342.20263671875,22.875223,-671.14,-0.67,4,regime_risk_off,2024,2024,성우전자,True
321550,BUY,2024-09-27,6980.0,2024-10-30,5230.0,14.326648,-25071.63,-25.07,4,stop_loss,2024,2024,티움바이오,True
060590,BUY,2024-10-16,8280.0,2024-10-30,7850.0,12.077295,-5193.24,-5.19,2,regime_risk_off,2024,2024,씨티씨바이오,True
090410,BUY,2024-12-11,1747.012939453125,2024-12-26,1520.0,57.240561,-12994.35,-12.99,2,stop_loss,2024,2024,덕신이피씨,True
215480,BUY,2024-12-11,2965.0,2025-02-07,2515.0,33.726813,-15177.07,-15.18,7,stop_loss,2025,2024,토박스코리아,True
002290,BUY,2024-12-11,3256.94287109375,2025-02-28,3554.010009765625,30.70364,9121.04,9.12,10,time_exit,2025,2024,삼일기업공사,False
020180,BUY,2024-12-11,1014.746337890625,2025-02-28,1163.7445068359375,98.546796,14683.29,14.68,10,time_exit,2025,2024,대신정보통신,False
319400,BUY,2025-02-07,4159.17431640625,2025-03-10,3530.809814453125,24.043234,-15107.91,-15.11,4,stop_loss,2025,2025,현대무벡스,True
092460,BUY,2024-12-26,7952.0966796875,2025-03-17,8867.79296875,12.5753,11515.16,11.52,10,time_exit,2025,2024,한라IMS,False
284740,BUY,2025-02-28,21055.90625,2025-03-24,20103.150390625,4.749261,-4524.89,-4.52,3,regime_risk_off,2025,2025,쿠쿠홈시스,True
052220,BUY,2025-02-28,3975.0,2025-03-24,4125.0,25.157233,3773.58,3.77,3,regime_risk_off,2025,2025,iMBC,False
194370,BUY,2025-03-10,7814.49169921875,2025-03-24,8419.6376953125,12.796738,7743.89,7.74,2,regime_risk_off,2025,2025,제이에스코퍼레이션,False
036170,BUY,2025-03-17,1029.0,2025-03-24,882.0,97.18173,-14285.71,-14.29,1,stop_loss,2025,2025,에이치엠넥스,True
900310,BUY,2025-04-14,4635.0,2025-04-21,4050.0,21.574973,-12621.36,-12.62,1,stop_loss,2025,2025,컬러레이,True
452300,BUY,2025-04-14,3088.084716796875,2025-04-21,3741.333251953125,32.382531,21153.84,21.15,1,take_profit,2025,2025,캡스톤파트너스,False
024800,BUY,2025-04-21,2130.0,2025-05-22,2675.0,46.948357,25586.85,25.59,4,take_profit,2025,2025,유성티엔에스,False
084440,BUY,2025-04-14,1254.867919921875,2025-06-30,1216.603759765625,79.689662,-3049.26,-3.05,10,time_exit,2025,2025,유비온,True
424760,BUY,2025-04-14,1970.0,2025-06-30,1846.0,50.761421,-6294.42,-6.29,10,time_exit,2025,2025,벨로크,True
023410,BUY,2025-04-21,3434.75537109375,2025-07-07,3410.80322265625,29.114155,-697.35,-0.7,10,time_exit,2025,2025,유진기업,True
199820,BUY,2025-06-30,10102.5263671875,2025-07-21,12863.158203125,9.898514,27326.15,27.33,3,take_profit,2025,2025,제일일렉트릭,False
053980,BUY,2025-05-22,3605.199462890625,2025-08-04,3422.779296875,27.737716,-5059.92,-5.06,10,time_exit,2025,2025,오상자이엘,True
102260,BUY,2025-06-30,4287.14208984375,2025-08-11,4110.95849609375,23.325562,-4109.58,-4.11,6,regime_risk_off,2025,2025,동성케미컬,True
439580,BUY,2025-07-07,4820.0,2025-08-11,5410.0,20.746888,12240.66,12.24,5,regime_risk_off,2025,2025,블루엠텍,False
256840,BUY,2025-07-21,5473.2216796875,2025-08-11,5020.4013671875,18.270775,-8273.38,-8.27,3,regime_risk_off,2025,2025,한국비엔씨,True
307930,BUY,2025-08-04,7209.33984375,2025-08-11,6410.46728515625,13.870896,-11081.08,-11.08,1,regime_risk_off,2025,2025,컴퍼니케이,True
031440,BUY,2025-08-26,41427.265625,2025-10-15,36322.484375,2.413869,-12322.27,-12.32,6,stop_loss,2025,2025,신세계푸드,True
082640,BUY,2025-08-26,8060.0,2025-10-29,7050.0,12.406948,-12531.02,-12.53,8,stop_loss,2025,2025,동양생명,True
454910,BUY,2025-08-26,64600.0,2025-11-05,81400.0,1.547988,26006.19,26.01,9,take_profit,2025,2025,두산로보틱스,False
032350,BUY,2025-08-26,17070.0,2025-11-12,18940.0,5.858231,10954.89,10.95,10,time_exit,2025,2025,롯데관광개발,False
089980,BUY,2025-10-29,19028.822265625,2025-11-19,15799.7490234375,5.255186,-16969.38,-16.97,3,stop_loss,2025,2025,상아프론테크,True
388720,BUY,2025-10-15,84400.0,2025-11-26,73000.0,1.184834,-13507.11,-13.51,6,stop_loss,2025,2025,유일로보틱스,True
170900,BUY,2025-11-05,48195.70703125,2025-11-26,50352.3203125,2.074874,4474.7,4.47,3,regime_risk_off,2025,2025,동아에스티,False
314140,BUY,2025-11-12,7806.4580078125,2025-11-26,6992.04345703125,12.809907,-10432.57,-10.43,2,regime_risk_off,2025,2025,알피바이오,True
006730,BUY,2025-11-19,11131.3046875,2025-11-26,11240.4345703125,8.983673,980.39,0.98,1,regime_risk_off,2025,2025,서부T&D,False
319400,BUY,2025-12-03,10402.9228515625,2025-12-24,18531.765625,9.612683,78139.99,78.14,3,take_profit,2025,2025,현대무벡스,False
016250,BUY,2025-12-03,15000.0,2025-12-30,14950.0,6.666667,-333.33,-0.33,4,end_of_replay,2025,2025,SGC E&C,True
054800,BUY,2025-12-03,12173.8681640625,2025-12-30,11900.0,8.214316,-2249.64,-2.25,4,end_of_replay,2025,2025,아이디스홀딩스,True
002290,BUY,2025-12-03,3742.802001953125,2025-12-30,3765.0,26.717951,593.09,0.59,4,end_of_replay,2025,2025,삼일기업공사,False
011320,BUY,2025-12-24,4898.765625,2025-12-30,4300.0,20.413306,-12222.79,-12.22,1,end_of_replay,2025,2025,유니크,True
